Начало простоя,Конец простоя,Reason 3 (ID),Reason 3 (ENG),Описание,Длительность,Название детали
2020-06-05 05:54:41,2020-06-05 05:59:56,2010004.0,Breakdowns,17 замена тормозной пластины.,5,Тормозная пластина -
2020-06-05 16:25:02,2020-06-05 16:28:19,2010004.0,Breakdowns,Замена дросселей №48,3,Дроссели - №48
2020-06-08 00:24:08,2020-06-08 00:28:35,2010004.0,Breakdowns,"Замена сбросных дросселей № 37, 55",4,"Дроссели - №37, 55"
2020-06-08 00:32:55,2020-06-08 00:36:01,2010004.0,Breakdowns,Замена нагнетательного дросселя №37,3,Дроссель - №37
2020-06-08 02:20:20,2020-06-08 02:25:29,2010004.0,Breakdowns,Замена тормозной пластины № 41,5,Тормозная пластина - №41
2020-06-13 00:52:15,2020-06-13 00:55:12,2010004.0,Breakdowns,№55. Замена тормозной пластины. Дроссель сбросной.,3,Тормозная пластина и дроссель - №55
2020-06-19 00:46:01,2020-06-19 00:52:04,2010004.0,Breakdowns,Замена дросселя 81 Заклинило в открытом положении,6,Дроссель - №81
2020-06-26 04:30:41,2020-06-26 04:38:10,2010004.0,Breakdowns,Открутился рычаг наполнителя (Замена болта и шайбы),7,Наполнитель -
2020-07-01 18:29:35,2020-07-01 18:32:18,2010004.0,Breakdowns,Недолив. №100. Замена сбросного углекислотного дросселя.,3,Дроссель - №100
2020-07-09 21:48:40,2020-07-09 21:53:28,2010004.0,Breakdowns,"Замена тормозных пластин №№ 73, 61",5,"Тормозные пластины - №73, 61"
2020-07-09 21:58:07,2020-07-09 22:01:35,2010004.0,Breakdowns,Замена тормозной пластины № 48,3,Тормозная пластина - №48
2020-07-09 23:09:13,2020-07-09 23:14:47,2010004.0,Breakdowns,"Замена обоих дросселей №№ 61, 73",6,"Дроссели - №61, 73"
2020-07-09 23:37:33,2020-07-09 23:40:22,2010004.0,Breakdowns,Замена нагнетательного дросселя № 42,3,Дроссель - №42
2020-07-09 23:45:33,2020-07-09 23:48:16,2010004.0,Breakdowns,Замена обоих дросселей №№ 48,3,Дроссели - №48
2020-07-10 05:04:49,2020-07-10 05:08:01,2010004.0,Breakdowns,Замена дросселей № 14,3,Дроссели - №14
2020-07-10 05:44:58,2020-07-10 05:48:52,2010004.0,Breakdowns,Замена тормозной пластины №14,4,Тормозная пластина - №14
2020-07-10 05:48:52,2020-07-10 05:52:49,2010004.0,Breakdowns,Замена прижимного колпака №73,4,Прижимной колпак - №73
2020-07-10 06:43:40,2020-07-10 06:47:01,2010004.0,Breakdowns,Замена прижимного колпака №14,3,Прижимной колпак - №14
2020-07-11 08:24:43,2020-07-11 08:30:05,2010004.0,Breakdowns,Недолив. 90/73. Замена тормозной пластины и дросселей.,5,"Тормозная пластина и дроссели - №90, 73"
2020-07-13 03:05:58,2020-07-13 03:08:40,2010004.0,Breakdowns,Замена дросселя нагрузки 42,3,Дроссель нагрузки - №42
2020-07-14 04:58:52,2020-07-14 05:10:04,2010003.0,Поломки/КИП,Произошло опорожнение котла блока розлива. Уровень котла показывает 40%. Из блока розлива выходят вспененые и пустые банки. Вышел из строя один из четырех датчиков уровня котла.,11,Датчик уровня котла -
2020-07-19 07:51:53,2020-07-19 07:54:02,2010004.0,Breakdowns,Не закрылся кран №22. Завалило банку в укупоре.,2,Кран - №22
2020-07-19 13:08:26,2020-07-19 13:12:33,2010004.0,Breakdowns,Недолив. 47/54. Замена сбросных дросселей.,4,"Сбросные дроссели - №47, 54"
2020-07-22 03:16:13,2020-07-22 03:18:19,2010004.0,Breakdowns,Недолив. Пустые банки. 108/12. Замена сбросного дросселя.,2,"Сбросной дроссель - №108, 12"
2020-07-22 03:21:13,2020-07-22 03:25:10,2010004.0,Breakdowns,Недолив. Пустые банки. 108/12. Замена сбросного дросселя.,4,"Сбросной дроссель - №108, 12"
2020-07-22 04:39:07,2020-07-22 04:41:45,2010004.0,Breakdowns,Недолив. Пустые банки. 96. Замена сбросного дросселя.,3,Сбросной дроссель - №96
2020-07-22 14:52:56,2020-07-22 14:58:40,2010004.0,Breakdowns,Раскрутился кран №69,6,Кран - №69
2020-07-29 04:30:36,2020-07-29 04:36:45,2010004.0,Breakdowns,Замена дросселя нагрузки 104,6,Дроссель нагрузки - №104
